Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		
-50.345	0.2189801	-39.082	0	-39.082	0	-50.345	94.83302	-20.317	0	-20.309	6.851112	-20.317	1.256639	-20.31	150.0002	-39.082	0.1301694					17.231	26.75783	-20.31	0	-20.31	0			-39.082	0.01051601	-20.31	0.1174216	-20.311	0.05048781	-20.311	0.0669715	17.238	20	
-50.341	0.2075453	-39.072	0	-39.072	0	-50.341	94.83361	-20.296	0	-20.288	6.851155	-20.296	1.256639	-20.289	150.0002	-39.071	0.1305221					17.272	26.75751	-20.29	0	-20.289	0			-39.071	0.01051416	-20.29	0.1176783	-20.291	0.05066453	-20.291	0.06698531	17.28	20	
-50.336	0.2263001	-39.061	0	-39.061	0	-50.336	94.8348	-20.276	0	-20.267	6.851291	-20.276	1.256639	-20.268	150.0002	-39.061	0.1303024					17.314	26.75589	-20.269	0	-20.268	0			-39.061	0.01064417	-20.269	0.1174539	-20.27	0.05057812	-20.27	0.06684352	17.321	20	
-50.332	0.2078537	-39.051	0	-39.051	0	-50.332	94.83585	-20.255	0	-20.246	6.851481	-20.255	1.256639	-20.248	150.0002	-39.051	0.1304734					17.355	26.7535	-20.248	0	-20.248	0			-39.051	0.01047931	-20.248	0.1172431	-20.249	0.05041944	-20.249	0.06677758	17.363	20	
-50.328	0.228823	-39.041	0	-39.041	0	-50.328	94.83716	-20.234	0	-20.226	6.851738	-20.234	1.256639	-20.227	150.0002	-39.04	0.1296994					17.397	26.74972	-20.227	0	-20.227	0			-39.04	0.01087244	-20.227	0.1169062	-20.228	0.05030809	-20.228	0.06656899	17.404	20.0774	
-50.324	0.2285492	-39.03	0	-39.03	0	-50.324	94.83849	-20.214	0	-20.205	6.852044	-20.214	1.256639	-20.206	150.0002	-39.03	0.1304676					17.438	26.74583	-20.207	0	-20.206	0			-39.03	0.01080569	-20.207	0.1167609	-20.208	0.05021077	-20.208	0.06653283	17.446	20.02357	
-50.32	0.2219133	-39.02	0	-39.02	0	-50.32	94.83929	-20.193	0	-20.184	6.852373	-20.193	1.256639	-20.185	150.0002	-39.02	0.1294787					17.48	26.74275	-20.186	0	-20.185	0			-39.02	0.01072527	-20.186	0.1166551	-20.187	0.05015953	-20.187	0.06647054	17.487	20	
-50.316	0.2151827	-39.009	0	-39.009	0	-50.316	94.84004	-20.172	0	-20.164	6.852865	-20.172	1.256639	-20.165	150.0002	-39.009	0.1304078					17.521	26.74099	-20.165	0	-20.165	0			-39.009	0.01085071	-20.165	0.1164472	-20.166	0.0500132	-20.166	0.06638882	17.529	20	
-50.312	0.226873	-38.999	0	-38.999	0	-50.312	94.84087	-20.151	0	-20.143	6.853179	-20.151	1.256639	-20.144	150.0002	-38.999	0.1299426					17.563	26.74062	-20.144	0	-20.144	0			-38.999	0.0107297	-20.144	0.1160697	-20.145	0.04982043	-20.145	0.06621501	17.57	20	
-50.307	0.2208575	-38.989	0	-38.989	0	-50.307	94.84153	-20.131	0	-20.122	6.853885	-20.131	1.256639	-20.123	150.0002	-38.988	0.1297095					17.604	26.74178	-20.124	0	-20.123	0			-38.988	0.01047126	-20.124	0.1160236	-20.125	0.04983858	-20.125	0.06618094	17.612	20	
-50.303	0.1978713	-38.978	0	-38.978	0	-50.303	94.84246	-20.11	0	-20.101	6.854455	-20.11	1.256639	-20.102	150.0002	-38.978	0.1296988					17.646	26.74389	-20.103	0	-20.102	0			-38.978	0.01053765	-20.103	0.1159751	-20.104	0.04979619	-20.104	0.06615128	17.653	20	
-50.299	0.2173354	-38.968	0	-38.968	0	-50.299	94.84378	-20.089	0	-20.081	6.854938	-20.089	1.256639	-20.082	150.0002	-38.968	0.128542					17.687	26.74723	-20.082	0	-20.082	0			-38.968	0.01065048	-20.082	0.1155238	-20.083	0.04951407	-20.083	0.06594193	17.695	20	
-50.295	0.2226027	-38.958	0	-38.958	0	-50.295	94.8447	-20.068	0	-20.06	6.855693	-20.068	1.256639	-20.061	150.0002	-38.957	0.1292572					17.729	26.75063	-20.061	0	-20.061	0			-38.957	0.01063877	-20.061	0.1152135	-20.063	0.04950603	-20.063	0.06566694	17.736	20	
-50.291	0.2108357	-38.947	0	-38.947	0	-50.291	94.84485	-20.048	0	-20.039	6.856524	-20.048	1.256639	-20.04	150.0002	-38.947	0.1304674					17.77	26.75324	-20.041	0	-20.04	0			-38.947	0.01065071	-20.041	0.1150174	-20.042	0.04938249	-20.042	0.06560871	17.778	20	
-50.287	0.1933158	-38.937	0	-38.937	0	-50.287	94.84468	-20.027	0	-20.018	6.857315	-20.027	1.256639	-20.019	150.0002	-38.937	0.1307759					17.811	26.75471	-20.02	0	-20.019	0			-38.937	0.01084686	-20.02	0.1149203	-20.021	0.04935493	-20.021	0.06555311	17.819	20	
-50.282	0.2181141	-38.927	0	-38.927	0	-50.282	94.84459	-20.006	0	-19.998	6.858104	-20.006	1.256639	-19.999	150.0002	-38.926	0.1303578					17.853	26.75641	-19.999	0	-19.999	0			-38.926	0.01062062	-19.999	0.1148778	-20	0.04938821	-20	0.06548425	17.86	20	
-50.278	0.1958519	-38.916	0	-38.916	0	-50.278	94.84458	-19.986	0	-19.977	6.859045	-19.986	1.256639	-19.978	150.0002	-38.916	0.1293629					17.894	26.75852	-19.979	0	-19.978	0			-38.916	0.01098871	-19.979	0.1156748	-19.98	0.04985158	-19.98	0.06596629	17.902	20	
-50.274	0.2048181	-38.906	0	-38.906	0	-50.274	94.84464	-19.965	0	-19.956	6.860013	-19.965	1.256639	-19.957	150.0002	-38.906	0.129001					17.936	26.76087	-19.958	0	-19.957	0			-38.906	0.01071737	-19.958	0.1146811	-19.959	0.04913332	-19.959	0.06534065	17.943	20	
-50.27	0.200045	-38.895	0	-38.895	0	-50.27	94.84476	-19.944	0	-19.936	6.861024	-19.944	1.256639	-19.937	150.0002	-38.895	0.1285851					17.977	26.76348	-19.937	0	-19.937	0			-38.895	0.01078688	-19.937	0.1132223	-19.938	0.04847459	-19.938	0.06452852	17.985	20	
-50.266	0.195038	-38.885	0	-38.885	0	-50.266	94.84492	-19.923	0	-19.915	6.862169	-19.923	1.256639	-19.916	150.0002	-38.885	0.1299675					18.019	26.76565	-19.916	0	-19.916	0			-38.885	0.01079724	-19.916	0.1141679	-19.917	0.04915709	-19.917	0.0652353	18.026	20	
-50.262	0.2296453	-38.875	0	-38.875	0	-50.262	94.84534	-19.903	0	-19.894	6.863156	-19.903	1.256639	-19.895	150.0002	-38.874	0.1305391					18.06	26.76768	-19.896	0	-19.895	0			-38.874	0.01057324	-19.896	0.1143287	-19.897	0.04916589	-19.897	0.06513765	18.068	20	
-50.258	0.2183365	-38.864	0	-38.864	0	-50.258	94.84586	-19.882	0	-19.873	6.864103	-19.882	1.256639	-19.874	150.0002	-38.864	0.1305747					18.102	26.77008	-19.875	0	-19.874	0			-38.864	0.01071574	-19.875	0.1145738	-19.876	0.04937886	-19.876	0.06524783	18.109	20	
-50.253	0.210316	-38.854	0	-38.854	0	-50.253	94.84624	-19.861	0	-19.853	6.865173	-19.861	1.256639	-19.854	150.0002	-38.854	0.1306433					18.143	26.77206	-19.854	0	-19.854	0			-38.854	0.0104129	-19.854	0.1148144	-19.855	0.04955178	-19.855	0.06529392	18.151	20	
-50.249	0.2195836	-38.844	0	-38.844	0	-50.249	94.84698	-19.84	0	-19.832	6.866313	-19.84	1.256639	-19.833	150.0002	-38.843	0.1306083					18.185	26.77288	-19.833	0	-19.833	0			-38.843	0.01056635	-19.833	0.1151421	-19.835	0.04968728	-19.835	0.06550925	18.192	20	
-50.245	0.224426	-38.833	0	-38.833	0	-50.245	94.84777	-19.82	0	-19.811	6.867772	-19.82	1.256639	-19.812	150.0002	-38.833	0.1304105					18.226	26.77303	-19.813	0	-19.812	0			-38.833	0.01069533	-19.813	0.1148355	-19.814	0.04951618	-19.814	0.06524268	18.234	20	
-50.241	0.2279478	-38.823	0	-38.823	0	-50.241	94.84832	-19.799	0	-19.79	6.869239	-19.799	1.256639	-19.791	150.0002	-38.823	0.1303416					18.267	26.77387	-19.792	0	-19.791	0			-38.823	0.01057374	-19.792	0.1146829	-19.793	0.04959523	-19.793	0.06508275	18.275	20	
-50.237	0.2148896	-38.812	0	-38.812	0	-50.237	94.84898	-19.778	0	-19.77	6.870452	-19.778	1.256639	-19.771	150.0002	-38.812	0.1303395					18.309	26.7754	-19.771	0	-19.771	0			-38.812	0.01051847	-19.771	0.1145933	-19.772	0.04951128	-19.772	0.06506564	18.317	20	
-50.233	0.2262377	-38.802	0	-38.802	0	-50.233	94.84988	-19.758	0	-19.749	6.871713	-19.758	1.256639	-19.75	150.0002	-38.802	0.1302164					18.35	26.77677	-19.751	0	-19.75	0			-38.802	0.01065675	-19.751	0.1143364	-19.752	0.04933082	-19.752	0.06495885	18.358	20	
-50.229	0.2080762	-38.792	0	-38.792	0	-50.229	94.85088	-19.737	0	-19.728	6.873325	-19.737	1.256639	-19.729	150.0002	-38.791	0.130391					18.392	26.77773	-19.73	0	-19.729	0			-38.791	0.01059433	-19.73	0.1139559	-19.731	0.04919193	-19.731	0.0647027	18.399	20	
-50.224	0.2299819	-38.781	0	-38.781	0	-50.224	94.85182	-19.716	0	-19.707	6.874841	-19.716	1.256639	-19.709	150.0002	-38.781	0.1299377					18.433	26.77809	-19.709	0	-19.709	0			-38.781	0.01059985	-19.709	0.114022	-19.71	0.04929343	-19.71	0.0647684	18.441	20	
-50.22	0.2150387	-38.771	0	-38.771	0	-50.22	94.85242	-19.695	0	-19.687	6.876305	-19.695	1.256639	-19.688	150.0002	-38.771	0.129982					18.475	26.77716	-19.688	0	-19.688	0			-38.771	0.01069406	-19.688	0.1138656	-19.689	0.04911763	-19.689	0.06469646	18.482	20	
-50.216	0.2066216	-38.761	0	-38.761	0	-50.216	94.85273	-19.675	0	-19.666	6.877954	-19.675	1.256639	-19.667	150.0002	-38.76	0.1299619					18.516	26.77546	-19.668	0	-19.667	0			-38.76	0.01062129	-19.668	0.11382	-19.669	0.04909452	-19.669	0.06473929	18.524	20	
-50.212	0.2030435	-38.75	0	-38.75	0	-50.212	94.85345	-19.654	0	-19.645	6.87938	-19.654	1.256639	-19.646	150.0002	-38.75	0.1305423					18.558	26.77436	-19.647	0	-19.646	0			-38.75	0.01088968	-19.647	0.1139424	-19.648	0.04923624	-19.648	0.06472661	18.565	20	
-50.208	0.219053	-38.74	0	-38.74	0	-50.208	94.85446	-19.633	0	-19.625	6.880935	-19.633	1.256639	-19.626	150.0002	-38.74	0.1308139					18.599	26.77445	-19.626	0	-19.626	0			-38.74	0.01065994	-19.626	0.1139631	-19.627	0.04926758	-19.627	0.06468981	18.607	20	
-50.204	0.2262511	-38.73	0	-38.73	0	-50.204	94.85516	-19.612	0	-19.604	6.882658	-19.612	1.256639	-19.605	150.0002	-38.729	0.1308186					18.641	26.77545	-19.605	0	-19.605	0			-38.729	0.01046609	-19.605	0.1140986	-19.607	0.04932991	-19.607	0.06480268	18.648	20	
-50.2	0.2052846	-38.719	0	-38.719	0	-50.2	94.8559	-19.592	0	-19.583	6.884313	-19.592	1.256639	-19.584	150.0002	-38.719	0.1308871					18.682	26.77716	-19.585	0	-19.584	0			-38.719	0.01071418	-19.585	0.1137998	-19.586	0.0490977	-19.586	0.06461376	18.69	20	
-50.195	0.2072614	-38.709	0	-38.709	0	-50.195	94.85657	-19.571	0	-19.562	6.885982	-19.571	1.256639	-19.563	150.0002	-38.709	0.1308618					18.724	26.77867	-19.564	0	-19.563	0			-38.709	0.01069132	-19.564	0.1155213	-19.565	0.05034473	-19.565	0.06563374	18.731	20	
-50.191	0.213518	-38.698	0	-38.698	0	-50.191	94.85712	-19.55	0	-19.542	6.887958	-19.55	1.256639	-19.543	150.0002	-38.698	0.1306296					18.765	26.7795	-19.543	0	-19.543	0			-38.698	0.01066057	-19.543	0.1164017	-19.544	0.05043673	-19.544	0.06589952	18.773	20	
-50.187	0.2066265	-38.688	0	-38.688	0	-50.187	94.85754	-19.53	0	-19.521	6.889701	-19.53	1.256639	-19.522	150.0002	-38.688	0.130662					18.806	26.77909	-19.522	0	-19.522	0			-38.688	0.01053945	-19.522	0.1156678	-19.524	0.05003752	-19.524	0.06549303	18.814	20	
-50.183	0.211644	-38.678	0	-38.678	0	-50.183	94.85789	-19.509	0	-19.5	6.891414	-19.509	1.256639	-19.501	150.0002	-38.677	0.1311588					18.848	26.77735	-19.502	0	-19.501	0			-38.677	0.0106704	-19.502	0.1145186	-19.503	0.0495439	-19.503	0.06477989	18.856	20.04212	
-50.179	0.2018333	-38.667	0	-38.667	0	-50.179	94.85786	-19.488	0	-19.479	6.89341	-19.488	1.256639	-19.48	150.0002	-38.667	0.1311151					18.889	26.7751	-19.481	0	-19.48	0			-38.667	0.01066527	-19.481	0.1142	-19.482	0.04953611	-19.482	0.06471781	18.897	20.0589	
-50.175	0.2000849	-38.657	0	-38.657	0	-50.175	94.85813	-19.467	0	-19.459	6.895465	-19.467	1.256639	-19.46	150.0002	-38.657	0.1315552					18.931	26.77343	-19.46	0	-19.46	0			-38.657	0.01050592	-19.46	0.1137904	-19.461	0.04922836	-19.461	0.06441751	18.938	20	
-50.171	0.1986383	-38.647	0	-38.647	0	-50.171	94.85863	-19.447	0	-19.438	6.897389	-19.447	1.256639	-19.439	150.0002	-38.646	0.1311981					18.972	26.77274	-19.44	0	-19.439	0			-38.646	0.01065758	-19.44	0.1134249	-19.441	0.04916904	-19.441	0.06426851	18.98	20	
-50.166	0.1993797	-38.636	0	-38.636	0	-50.166	94.85905	-19.426	0	-19.417	6.899243	-19.426	1.256639	-19.418	150.0002	-38.636	0.1312806					19.014	26.77323	-19.419	0	-19.418	0			-38.636	0.01050894	-19.419	0.113506	-19.42	0.04927353	-19.42	0.06424421	19.021	20	
-50.162	0.2042825	-38.626	0	-38.626	0	-50.162	94.85923	-19.405	0	-19.397	6.901	-19.405	1.256639	-19.398	150.0002	-38.626	0.1311004					19.055	26.77473	-19.398	0	-19.398	0			-38.626	0.01060852	-19.398	0.1134641	-19.399	0.04926	-19.399	0.06418289	19.063	20	
-50.158	0.205078	-38.616	0	-38.616	0	-50.158	94.85911	-19.384	0	-19.376	6.90291	-19.384	1.256639	-19.377	150.0002	-38.615	0.1316327					19.097	26.77687	-19.377	0	-19.377	0			-38.615	0.01049286	-19.377	0.113168	-19.378	0.04915655	-19.378	0.06394684	19.104	20	
-50.154	0.2251414	-38.605	0	-38.605	0	-50.154	94.85965	-19.364	0	-19.355	6.904726	-19.364	1.256639	-19.356	150.0002	-38.605	0.1317812					19.138	26.77912	-19.357	0	-19.356	0			-38.605	0.01064816	-19.357	0.1129582	-19.358	0.04918831	-19.358	0.06376792	19.146	20	
-50.15	0.2192336	-38.595	0	-38.595	0	-50.15	94.85976	-19.343	0	-19.334	6.906651	-19.343	1.256639	-19.335	150.0002	-38.595	0.1319697					19.18	26.78112	-19.336	0	-19.335	0			-38.595	0.01059144	-19.336	0.1128486	-19.337	0.04912729	-19.337	0.06369174	19.187	20	
-50.146	0.2015659	-38.584	0	-38.584	0	-50.146	94.8599	-19.322	0	-19.314	6.908644	-19.322	1.256639	-19.315	150.0002	-38.584	0.1321152					19.221	26.78286	-19.315	0	-19.315	0			-38.584	0.01058923	-19.315	0.1128457	-19.316	0.04915634	-19.316	0.06371701	19.229	20	
-50.142	0.200946	-38.574	0	-38.574	0	-50.142	94.8599	-19.302	0	-19.293	6.91029	-19.302	1.256639	-19.294	150.0002	-38.574	0.1319498					19.263	26.7844	-19.294	0	-19.294	0			-38.574	0.01072715	-19.294	0.1128634	-19.296	0.04918712	-19.296	0.06365369	19.27	20	
-50.137	0.2048847	-38.564	0	-38.564	0	-50.137	94.86036	-19.281	0	-19.272	6.912061	-19.281	1.256639	-19.273	150.0002	-38.563	0.1320991					19.304	26.78583	-19.274	0	-19.273	0			-38.563	0.01058317	-19.274	0.1128314	-19.275	0.04925378	-19.275	0.06359152	19.312	20	
-50.133	0.2055065	-38.553	0	-38.553	0	-50.133	94.86013	-19.26	0	-19.251	6.9141	-19.26	1.256639	-19.252	150.0002	-38.553	0.131969					19.345	26.78759	-19.253	0	-19.252	0			-38.553	0.01054788	-19.253	0.1128177	-19.254	0.04924279	-19.254	0.06355539	19.353	20	
-50.129	0.2051774	-38.543	0	-38.543	0	-50.129	94.86026	-19.239	0	-19.231	6.916048	-19.239	1.256639	-19.232	150.0002	-38.543	0.1310653					19.387	26.79004	-19.232	0	-19.232	0			-38.543	0.01071146	-19.232	0.1128117	-19.233	0.04924646	-19.233	0.0635855	19.395	20	
-50.125	0.2150913	-38.533	0	-38.533	0	-50.125	94.86098	-19.219	0	-19.21	6.918007	-19.219	1.256639	-19.211	150.0002	-38.532	0.1315389					19.428	26.79301	-19.212	0	-19.211	0			-38.532	0.01058905	-19.212	0.1127833	-19.213	0.04918838	-19.213	0.06356148	19.436	20	
-50.121	0.216629	-38.522	0	-38.522	0	-50.121	94.86106	-19.198	0	-19.189	6.919923	-19.198	1.256639	-19.19	150.0002	-38.522	0.132928					19.47	26.79634	-19.191	0	-19.19	0			-38.522	0.01065818	-19.191	0.1125819	-19.192	0.04910314	-19.192	0.06345294	19.478	20	
-50.117	0.2042743	-38.512	0	-38.512	0	-50.117	94.86115	-19.177	0	-19.168	6.921803	-19.177	1.256639	-19.17	150.0002	-38.512	0.1333343					19.511	26.79946	-19.17	0	-19.17	0			-38.512	0.01069433	-19.17	0.1123038	-19.171	0.04899787	-19.171	0.06324413	19.519	20	
-50.113	0.2038849	-38.502	0	-38.502	0	-50.113	94.86102	-19.156	0	-19.148	6.923822	-19.156	1.256639	-19.149	150.0002	-38.501	0.1323451					19.553	26.8029	-19.149	0	-19.149	0			-38.501	0.01063344	-19.149	0.1116164	-19.15	0.04867644	-19.15	0.06278227	19.56	20	
-50.108	0.2054952	-38.491	0	-38.491	0	-50.108	94.86063	-19.136	0	-19.127	6.92539	-19.136	1.256639	-19.128	150.0002	-38.491	0.131171					19.594	26.80679	-19.129	0	-19.128	0			-38.491	0.01076126	-19.129	0.1116738	-19.13	0.04891665	-19.13	0.06299695	19.602	20	
-50.104	0.20747	-38.481	0	-38.481	0	-50.104	94.86	-19.115	0	-19.106	6.927145	-19.115	1.256639	-19.107	150.0002	-38.481	0.1309247					19.636	26.81037	-19.108	0	-19.107	0			-38.481	0.01087596	-19.108	0.1124924	-19.109	0.04917343	-19.109	0.06326821	19.643	20	
-50.1	0.2076656	-38.47	0	-38.47	0	-50.1	94.85901	-19.094	0	-19.086	6.929066	-19.094	1.256639	-19.087	150.0002	-38.47	0.1304005					19.677	26.81318	-19.087	0	-19.087	0			-38.47	0.01087061	-19.087	0.1115676	-19.088	0.04858385	-19.088	0.062716	19.685	20	
-50.096	0.2097121	-38.46	0	-38.46	0	-50.096	94.85842	-19.074	0	-19.065	6.931065	-19.074	1.256639	-19.066	150.0002	-38.46	0.1307712					19.719	26.81523	-19.066	0	-19.066	0			-38.46	0.01071617	-19.066	0.1109121	-19.068	0.04849562	-19.068	0.06259038	19.726	20	
-50.092	0.2096478	-38.45	0	-38.45	0	-50.092	94.85848	-19.053	0	-19.044	6.932514	-19.053	1.256639	-19.045	150.0002	-38.449	0.1312399					19.76	26.81741	-19.046	0	-19.045	0			-38.449	0.010631	-19.046	0.1117918	-19.047	0.0488852	-19.047	0.06296384	19.768	20	
-50.088	0.200442	-38.439	0	-38.439	0	-50.088	94.85789	-19.032	0	-19.023	6.93433	-19.032	1.256639	-19.024	150.0002	-38.439	0.1317319					19.802	26.81964	-19.025	0	-19.024	0			-38.439	0.01065217	-19.025	0.1119489	-19.026	0.04888436	-19.026	0.06302841	19.809	20	
-50.084	0.1998745	-38.429	0	-38.429	0	-50.084	94.85685	-19.011	0	-19.003	6.936038	-19.011	1.256639	-19.004	150.0002	-38.429	0.1320238					19.843	26.82184	-19.004	0	-19.004	0			-38.429	0.01081373	-19.004	0.112014	-19.005	0.04899626	-19.005	0.06311171	19.851	20	
-50.079	0.2034803	-38.419	0	-38.419	0	-50.079	94.85617	-18.991	0	-18.982	6.9377	-18.991	1.256639	-18.983	150.0002	-38.418	0.1317229					19.884	26.82403	-18.983	0	-18.983	0			-38.418	0.01096878	-18.983	0.1124554	-18.985	0.04918911	-18.985	0.06327855	19.892	20	
-50.075	0.2133436	-38.408	0	-38.408	0	-50.075	94.85561	-18.97	0	-18.961	6.939585	-18.97	1.256639	-18.962	150.0002	-38.408	0.132117					19.926	26.82627	-18.963	0	-18.962	0			-38.408	0.01069441	-18.963	0.1124544	-18.964	0.04916748	-18.964	0.06326204	19.934	20	
-50.071	0.2203482	-38.398	0	-38.398	0	-50.071	94.85503	-18.949	0	-18.94	6.941203	-18.949	1.256639	-18.941	150.0002	-38.398	0.1324358					19.967	26.82825	-18.942	0	-18.941	0			-38.398	0.01056794	-18.942	0.1123711	-18.943	0.04917056	-18.943	0.0632144	19.975	20	
-50.067	0.2209317	-38.388	0	-38.388	0	-50.067	94.85419	-18.928	0	-18.92	6.942669	-18.928	1.256639	-18.921	150.0002	-38.387	0.1328019					20.009	26.83027	-18.921	0	-18.921	0			-38.387	0.01066135	-18.921	0.1124091	-18.922	0.04916912	-18.922	0.06322777	20.017	20	
-50.063	0.214662	-38.377	0	-38.377	0	-50.063	94.85325	-18.908	0	-18.899	6.944491	-18.908	1.256639	-18.9	150.0002	-38.377	0.1327663					20.05	26.8326	-18.901	0	-18.9	0			-38.377	0.0106086	-18.901	0.1123053	-18.902	0.04908371	-18.902	0.06319883	20.058	20	
-50.059	0.2056955	-38.367	0	-38.367	0	-50.059	94.85269	-18.887	0	-18.878	6.946116	-18.887	1.256639	-18.879	150.0002	-38.367	0.1323339					20.092	26.83512	-18.88	0	-18.879	0			-38.367	0.01055236	-18.88	0.1121164	-18.881	0.04898601	-18.881	0.06309023	20.099	20	
-50.054	0.1952045	-38.356	0	-38.356	0	-50.054	94.85275	-18.866	0	-18.858	6.947568	-18.866	1.256639	-18.859	150.0002	-38.356	0.1322128					20.133	26.83755	-18.859	0	-18.859	0			-38.356	0.01059095	-18.859	0.1120101	-18.86	0.04899875	-18.86	0.0630566	20.141	20	
-50.05	0.1997175	-38.346	0	-38.346	0	-50.05	94.85265	-18.846	0	-18.837	6.949373	-18.846	1.256639	-18.838	150.0002	-38.346	0.1319371					20.175	26.83974	-18.838	0	-18.838	0			-38.346	0.0106037	-18.838	0.1122836	-18.84	0.04911968	-18.84	0.06319276	20.182	20	
-50.046	0.2071129	-38.336	0	-38.336	0	-50.046	94.85173	-18.825	0	-18.816	6.950821	-18.825	1.256639	-18.817	150.0002	-38.335	0.1317483					20.216	26.84145	-18.818	0	-18.817	0			-38.335	0.01061879	-18.818	0.1124387	-18.819	0.04915894	-18.819	0.06328715	20.224	20	
-50.042	0.2134879	-38.325	0	-38.325	0	-50.042	94.85118	-18.804	0	-18.795	6.952128	-18.804	1.256639	-18.796	150.0002	-38.325	0.1319963					20.258	26.84301	-18.797	0	-18.796	0			-38.325	0.01068356	-18.797	0.1123418	-18.798	0.04909338	-18.798	0.0631711	20.265	20	
-50.038	0.205285	-38.315	0	-38.315	0	-50.038	94.85109	-18.783	0	-18.775	6.953534	-18.783	1.256639	-18.776	150.0002	-38.315	0.1323089					20.299	26.84508	-18.776	0	-18.776	0			-38.315	0.01066647	-18.776	0.1119319	-18.777	0.04890363	-18.777	0.06301816	20.307	20	
-50.034	0.2028373	-38.305	0	-38.305	0	-50.034	94.85154	-18.763	0	-18.754	6.955219	-18.763	1.256639	-18.755	150.0002	-38.304	0.1322179					20.34	26.84718	-18.755	0	-18.755	0			-38.304	0.01077566	-18.755	0.1119397	-18.757	0.04893772	-18.757	0.06303979	20.348	20	
-50.03	0.2090961	-38.294	0	-38.294	0	-50.03	94.85234	-18.742	0	-18.733	6.956592	-18.742	1.256639	-18.734	150.0002	-38.294	0.1325367					20.382	26.84958	-18.735	0	-18.734	0			-38.294	0.01079309	-18.735	0.1122174	-18.736	0.04909079	-18.736	0.06317958	20.39	20	
-50.025	0.2056306	-38.284	0	-38.284	0	-50.025	94.85243	-18.721	0	-18.712	6.958066	-18.721	1.256639	-18.713	150.0002	-38.284	0.1326211					20.423	26.85213	-18.714	0	-18.713	0			-38.284	0.01086749	-18.714	0.1128674	-18.715	0.04956327	-18.715	0.063558	20.431	20	
-50.021	0.2141009	-38.274	0	-38.274	0	-50.021	94.85261	-18.7	0	-18.692	6.959404	-18.7	1.256639	-18.693	150.0002	-38.273	0.1329152					20.465	26.85454	-18.693	0	-18.693	0			-38.273	0.01078184	-18.693	0.1144528	-18.694	0.05033749	-18.694	0.06427572	20.473	20	
-50.017	0.211985	-38.263	0	-38.263	0	-50.017	94.85271	-18.68	0	-18.671	6.960301	-18.68	1.256639	-18.672	150.0002	-38.263	0.1321353					20.506	26.85652	-18.673	0	-18.672	0			-38.263	0.01074252	-18.673	0.1150846	-18.674	0.05042332	-18.674	0.06447922	20.514	20	
-50.013	0.2154655	-38.253	0	-38.253	0	-50.013	94.85325	-18.659	0	-18.65	6.961658	-18.659	1.256639	-18.651	150.0002	-38.253	0.1324278					20.548	26.85839	-18.652	0	-18.651	0			-38.253	0.01069445	-18.652	0.1138137	-18.653	0.04976137	-18.653	0.06383887	20.556	20	
-50.009	0.215981	-38.242	0	-38.242	0	-50.009	94.85361	-18.638	0	-18.629	6.962497	-18.638	1.256639	-18.631	150.0002	-38.242	0.1327083					20.589	26.85996	-18.631	0	-18.631	0			-38.242	0.01065638	-18.631	0.1125662	-18.632	0.0492136	-18.632	0.06330527	20.597	20	
-50.005	0.2221415	-38.232	0	-38.232	0	-50.005	94.85403	-18.618	0	-18.609	6.963784	-18.618	1.256639	-18.61	150.0002	-38.232	0.133279					20.631	26.86165	-18.61	0	-18.61	0			-38.232	0.01072822	-18.61	0.1124602	-18.611	0.04930159	-18.611	0.06330628	20.639	20	
-50.001	0.2007688	-38.222	0	-38.222	0	-50.001	94.85456	-18.597	0	-18.588	6.965101	-18.597	1.256639	-18.589	150.0002	-38.221	0.1332522					20.672	26.86296	-18.59	0	-18.589	0			-38.221	0.01084476	-18.59	0.1132139	-18.591	0.04957235	-18.591	0.06354495	20.68	20	
-49.996	0.1820279	-38.211	0	-38.211	0	-49.996	94.85487	-18.576	0	-18.567	6.966018	-18.576	1.256639	-18.568	150.0002	-38.211	0.1333169					20.714	26.86436	-18.569	0	-18.568	0			-38.211	0.01078698	-18.569	0.1125956	-18.57	0.04919876	-18.57	0.06333531	20.721	20	
-49.992	0.193745	-38.201	0	-38.201	0	-49.992	94.85533	-18.555	0	-18.547	6.966963	-18.555	1.256639	-18.548	150.0002	-38.201	0.1329795					20.755	26.8656	-18.548	0	-18.548	0			-38.201	0.01084021	-18.548	0.1122418	-18.549	0.04903076	-18.549	0.06322113	20.763	20	
-49.988	0.1926848	-38.191	0	-38.191	0	-49.988	94.85558	-18.535	0	-18.526	6.967834	-18.535	1.256639	-18.527	150.0002	-38.19	0.1331182					20.797	26.86661	-18.527	0	-18.527	0			-38.19	0.01084862	-18.527	0.1122779	-18.529	0.04904224	-18.529	0.06320594	20.804	20	
-49.984	0.2029971	-38.18	0	-38.18	0	-49.984	94.85557	-18.514	0	-18.505	6.969234	-18.514	1.256639	-18.506	150.0002	-38.18	0.1329298					20.838	26.86776	-18.507	0	-18.506	0			-38.18	0.01073459	-18.507	0.1121372	-18.508	0.04907003	-18.508	0.06311718	20.846	20	
